from,to,weight
S73,S218,0
S73,S220,0
S73,S221,0
S73,S222,0
S73,S223,0
S73,S224,0
S73,S225,0
S73,S227,0
S73,S229,0
S73,S230,0
S73,S231,0
S73,S232,0
S73,S234,0.5
S73,S235,0
S73,S239,0
S73,S242,0
S73,S243,0
S73,S244,0
S73,S245,0
S73,S246,0
S73,S247,0
S73,S253,0
S73,S254,0
S73,S255,0
S73,S256,0
S73,S257,0
S73,S261,0
S73,S262,0
S73,S264,0
S73,S265,0
S73,S266,0
S73,S267,0
S73,S268,0.125
S73,S269,0
S73,S270,0
S73,S271,0
S73,S274,0
S73,S275,0
S73,S276,0
S73,S277,0
S73,S278,0
S73,S280,0
S73,S281,0
S73,S282,0
S73,S284,0
S73,S285,0
S73,S286,0
S73,S287,0
S73,S288,0
S73,S293,0
S73,S294,0
S73,S295,0
S73,S297,0
S73,S298,0
S73,S299,0
S73,S300,0
S73,S302,0
S73,S303,0
S73,S304,0
S73,S305,0
S73,S306,0
S73,S308,0
S73,S310,0
S73,S311,0
S73,S313,0
S73,S316,0
S73,S317,0
S73,S318,0
S73,S319,0
S73,S320,0
S73,S321,0
S73,S324,0
S73,S325,0
S73,S326,0
S73,S327,0
S73,S329,0
S73,S331,0
S73,S332,0
S73,S333,0
S73,S334,0
S73,S335,0
S73,S336,0
S73,S337,0
S73,S338,0
S73,S339,0
S73,S340,0
S73,S342,0
S73,S344,0
S73,S345,0
S73,S346,0
S73,S348,0
S73,S349,0
S73,S352,0
S73,S354,0
S73,S357,0
S73,S358,0
S73,S359,0
S73,S360,0
S73,S361,0
S73,S362,0
S73,S363,0
S73,S365,0
S73,S366,0
S73,S367,0
S73,S368,0
S73,S370,0
S73,S371,0
S73,S373,0
S73,S374,0
S73,S375,0
S73,S376,0
S73,S377,0
S73,S378,0
S73,S381,0
S73,S384,0
S73,S386,0
S73,S387,0
S73,S388,0
S73,S389,0
S73,S390,0
S73,S391,0
S73,S392,0
S73,S393,0
S73,S394,0
S73,S395,0
S73,S397,0
S73,S399,0
S73,S400,0
S73,S401,0
S73,S402,0
S73,S404,0
S73,S405,0
S73,S406,0
S73,S407,0
S73,S411,0
S73,S412,0
S73,S413,0
S73,S414,0
S73,S415,0
S73,S416,0
S73,S417,0
S73,S418,0
S73,S419,0
S73,S421,0
S73,S422,0
S73,S423,0
S73,S424,0
S73,S425,0
S73,S426,0
S73,S427,0
S73,S428,0
S73,S429,0
S73,S431,0
S73,S432,0
S73,S433,0
S73,S434,0
S73,S435,0
S73,S436,0
S73,S437,0
S73,S439,0
S73,S440,0
S73,S442,0
S73,S444,0
S73,S445,0
S73,S446,0
S73,S447,0
S73,S448,0
S73,S449,0
S73,S450,0
S73,S453,0
S73,S456,0
S73,S459,0
S73,S461,0
S73,S462,0
S73,S466,0
S73,S467,0
S73,S468,0
S73,S469,0
S73,S470,0
S73,S471,0.33333333
S73,S472,0
S73,S473,0
S73,S474,0
S73,S475,0
S73,S478,0
S73,S479,0
S73,S480,0
S73,S481,0
S73,S482,0
S73,S483,0
S73,S484,0
S73,S486,0
S73,S487,0
S73,S488,0
S73,S489,0
S73,S490,0
S73,S495,0
S73,S496,0
S73,S499,0
S73,S500,0
S73,S502,0
S73,S505,0
S73,S506,0
S73,S507,0
S73,S508,0
S73,S510,0
S73,S511,0
S77,S79,0
S77,S80,0
S77,S81,0.14285714
S77,S82,0
S77,S83,0
S77,S84,0
S77,S86,0
S77,S87,0.16666667
S77,S88,0.16666667
S77,S91,0
S77,S94,0
S77,S95,0
S77,S97,0
S77,S98,0
S77,S100,0
S77,S103,0
S77,S106,0
S77,S107,0
S77,S108,0.14285714
S77,S110,0
S77,S111,0
S77,S114,0
S77,S117,0
S77,S118,0.125
S77,S119,0
S77,S121,0.1
S77,S122,0
S77,S123,0
S77,S126,0
S77,S129,0
S77,S130,0
S77,S131,0.11111111
S77,S132,0
S77,S133,0
S77,S134,0
S77,S135,0.18181818
S77,S136,0.2
S77,S137,0.14285714
S77,S138,0
S77,S139,0
S77,S140,0
S77,S141,0.14285714
S77,S142,0.14285714
S77,S143,0
S77,S145,0
S77,S146,0
S77,S147,0
S77,S148,0.125
S77,S149,0
S77,S151,0.14285714
S77,S152,0
S77,S153,0
S77,S154,0.16666667
S77,S155,0
S77,S156,0
S77,S158,0
S77,S160,0
S77,S163,0
S77,S165,0
S77,S166,0
S77,S167,0
S77,S169,0
S77,S170,0
S77,S172,0
S77,S174,0.16666667
S77,S178,0
S77,S180,0
S77,S181,0
S77,S182,0
S77,S183,0
S77,S184,0.05555556
S77,S186,0
S77,S187,0.07692308
S77,S188,0.375
S77,S189,0
S77,S190,0.07692308
S77,S193,0
S77,S194,0.125
S77,S195,0.16666667
S77,S197,0
S77,S198,0
S77,S201,0
S77,S202,0
S77,S203,0.14285714
S77,S204,0
S77,S206,0
S77,S208,0
S77,S209,0.16666667
S77,S210,0.125
S77,S212,0
S77,S214,0
S77,S216,0
S77,S218,0
S77,S220,0
S77,S221,0
S77,S222,0
S77,S223,0
S77,S224,0
S77,S225,0.16666667
S77,S227,0
S77,S229,0
S77,S230,0.14285714
S77,S231,0
S77,S232,0
S77,S234,0
S77,S235,0.08333333
S77,S239,0
S77,S242,0
S77,S243,0.1
S77,S244,0
S77,S245,0
S77,S246,0
S77,S247,0
S77,S253,0.16666667
S77,S254,0.14285714
S77,S255,0.1
S77,S256,0
S77,S257,0
S77,S261,0
S77,S262,0
S77,S264,0
S77,S265,0.0625
S77,S266,0.2
S77,S267,0
S77,S268,0
S77,S269,0.07692308
S77,S270,0
S77,S271,0.22222222
S77,S274,0
S77,S275,0
S77,S276,0
S77,S277,0.11111111
S77,S278,0
S77,S280,0
S77,S281,0.11111111
S77,S282,0.125
S77,S284,0
S77,S285,0
S77,S286,0
S77,S287,0
S77,S288,0
S77,S293,0
S77,S294,0
S77,S295,0
S77,S297,0
S77,S298,0
S77,S299,0.14285714
S77,S300,0
S77,S302,0.11111111
S77,S303,0.125
S77,S304,0
S77,S305,0
S77,S306,0.16666667
S77,S308,0
S77,S310,0
S77,S311,0
S77,S313,0.16666667
S77,S316,0.125
S77,S317,0
S77,S318,0.16666667
S77,S319,0
S77,S320,0
S77,S321,0
S77,S324,0
S77,S325,0
S77,S326,0
S77,S327,0
S77,S329,0
S77,S331,0
S77,S332,0
S77,S333,0
S77,S334,0
S77,S335,0
S77,S336,0
S77,S337,0.22222222
S77,S338,0.14285714
S77,S339,0.1
S77,S340,0
S77,S342,0
S77,S344,0
S77,S345,0
S77,S346,0
S77,S348,0
S77,S349,0
S77,S352,0
S77,S354,0.16666667
S77,S357,0
S77,S358,0.11111111
S77,S359,0
S77,S360,0
S77,S361,0
S77,S362,0
S77,S363,0
S77,S365,0
S77,S366,0
S77,S367,0
S77,S368,0.16666667
S77,S370,0
S77,S371,0
S77,S373,0
S77,S374,0
S77,S375,0.28571429
S77,S376,0
S77,S377,0
S77,S378,0.14285714
S77,S381,0.16666667
S77,S384,0
S77,S386,0
S77,S387,0.11111111
S77,S388,0
S77,S389,0
S77,S390,0.16666667
S77,S391,0.16666667
S77,S392,0
S77,S393,0
S77,S394,0
S77,S395,0
S77,S397,0.16666667
S77,S399,0
S77,S400,0
S77,S401,0.14285714
S77,S402,0.16666667
S77,S404,0.125
S77,S405,0.16666667
S77,S406,0
S77,S407,0
S77,S411,0
S77,S412,0
S77,S413,0.11111111
S77,S414,0.16666667
S77,S415,0
S77,S416,0
S77,S417,0
S77,S418,0
S77,S419,0
S77,S421,0
S77,S422,0
S77,S423,0
S77,S424,0
S77,S425,0.16666667
S77,S426,0
S77,S427,0
S77,S428,0.08333333
S77,S429,0.09090909
S77,S431,0.16666667
S77,S432,0
S77,S433,0.14285714
S77,S434,0
S77,S435,0.1
S77,S436,0.14285714
S77,S437,0
S77,S439,0
S77,S440,0
S77,S442,0
S77,S444,0.1
S77,S445,0
S77,S446,0
S77,S447,0
S77,S448,0
S77,S449,0
S77,S450,0
S77,S453,0
S77,S456,0.14285714
S77,S459,0
S77,S461,0
S77,S462,0
S77,S466,0
S77,S467,0.125
S77,S468,0.125
S77,S469,0
S77,S470,0
S77,S471,0
S77,S472,0
S77,S473,0
S77,S474,0
S77,S475,0
S77,S478,0.125
S77,S479,0
S77,S480,0
S77,S481,0
S77,S482,0
S77,S483,0.14285714
S77,S484,0
S77,S486,0.09090909
S77,S487,0
S77,S488,0
S77,S489,0
S77,S490,0
S77,S495,0
S77,S496,0
S77,S499,0
S77,S500,0
S77,S502,0
S77,S505,0.07692308
S77,S506,0
S77,S507,0
S77,S508,0
S77,S510,0
S77,S511,0
S79,S80,0.5
S79,S81,0
S79,S82,0
S79,S83,0
S79,S84,0
S79,S86,0
S79,S87,0
S79,S88,0
S79,S91,0
S79,S94,0
S79,S95,0
S79,S97,0
S79,S98,0
S79,S100,0
S79,S103,0
S79,S106,0
S79,S107,0
S79,S108,0
S79,S110,0
S79,S111,0
S79,S114,0
S79,S117,0
S79,S118,0
S79,S119,0
S79,S121,0
S79,S122,0
S79,S123,0
S79,S126,0
S79,S129,0
S79,S130,0
S79,S131,0
S79,S132,0
S79,S133,0
S79,S134,0
S79,S135,0
S79,S136,0
S79,S137,0
S79,S138,0
S79,S139,0
S79,S140,0
S79,S141,0
S79,S142,0
S79,S143,0
S79,S145,0
S79,S146,0
S79,S147,0
S79,S148,0
S79,S149,0
S79,S151,0
S79,S152,0
S79,S153,0
S79,S154,0
S79,S155,0.33333333
S79,S156,0.5
S79,S158,0
S79,S160,0
S79,S163,0
S79,S165,0
S79,S166,0.33333333
S79,S167,0.5
S79,S169,0.33333333
S79,S170,0
S79,S172,0
S79,S174,0
S79,S178,0.33333333
S79,S180,0
S79,S181,0
S79,S182,0
S79,S183,0
S79,S184,0
S79,S186,0
S79,S187,0
S79,S188,0
S79,S189,0
S79,S190,0
S79,S193,0
S79,S194,0
S79,S195,0
S79,S197,0
S79,S198,0
S79,S201,0
S79,S202,0
S79,S203,0
S79,S204,0
S79,S206,0
S79,S208,0
S79,S209,0
S79,S210,0
S79,S212,0
S79,S214,0
S79,S216,0
S79,S218,0
S79,S220,0.5
S79,S221,0
S79,S222,0
S79,S223,0
S79,S224,0
S79,S225,0
S79,S227,0
S79,S229,0.33333333
S79,S230,0
S79,S231,0
S79,S232,0
S79,S234,0
S79,S235,0
S79,S239,0
S79,S242,0
S79,S243,0.16666667
S79,S244,0.5
S79,S245,0.5
S79,S246,0.5
S79,S247,0
S79,S253,0
S79,S254,0
S79,S255,0.16666667
S79,S256,0.33333333
S79,S257,0.5
S79,S261,0
S79,S262,0
S79,S264,0
S79,S265,0
S79,S266,0.14285714
S79,S267,0.33333333
S79,S268,0
S79,S269,0
S79,S270,0
S79,S271,0
S79,S274,0
S79,S275,0
S79,S276,0
S79,S277,0
S79,S278,0
S79,S280,0
S79,S281,0
S79,S282,0
S79,S284,0
S79,S285,0
S79,S286,0
S79,S287,0
S79,S288,0
S79,S293,0
S79,S294,0
S79,S295,0
S79,S297,0
S79,S298,0
S79,S299,0
S79,S300,0
S79,S302,0.2
S79,S303,0
S79,S304,0
S79,S305,0
S79,S306,0
S79,S308,0
S79,S310,0
S79,S311,0
S79,S313,0
S79,S316,0
S79,S317,0
S79,S318,0
S79,S319,0
S79,S320,0
S79,S321,0
S79,S324,0
S79,S325,0
S79,S326,0
S79,S327,0
S79,S329,0
S79,S331,0
S79,S332,0
S79,S333,0
S79,S334,0
S79,S335,0
S79,S336,0
S79,S337,0
S79,S338,0
S79,S339,0
S79,S340,0
S79,S342,0
S79,S344,0
S79,S345,0
S79,S346,0
S79,S348,0
S79,S349,0
S79,S352,0
S79,S354,0
S79,S357,0
S79,S358,0
S79,S359,0
S79,S360,0.25
S79,S361,0
S79,S362,0
S79,S363,0
S79,S365,0
S79,S366,0
S79,S367,0
S79,S368,0
S79,S370,0.5
S79,S371,0
S79,S373,0
S79,S374,0
S79,S375,0
S79,S376,0
S79,S377,0.25
S79,S378,0
S79,S381,0
S79,S384,0
S79,S386,0.5
S79,S387,0
S79,S388,0
S79,S389,0.5
S79,S390,0
S79,S391,0
S79,S392,0
S79,S393,0
S79,S394,0
S79,S395,0
S79,S397,0
S79,S399,0.2
S79,S400,0
S79,S401,0
S79,S402,0
S79,S404,0.25
S79,S405,0
S79,S406,0
S79,S407,0
S79,S411,0.5
S79,S412,0.33333333
S79,S413,0.2
S79,S414,0
S79,S415,0
S79,S416,0.5
S79,S417,0.2
S79,S418,0
S79,S419,0
S79,S421,0.33333333
S79,S422,0.5
S79,S423,0.33333333
S79,S424,0.33333333
S79,S425,0
S79,S426,0.5
S79,S427,0
S79,S428,0
S79,S429,0
S79,S431,0
S79,S432,0.5
S79,S433,0.33333333
S79,S434,0.5
S79,S435,0.16666667
S79,S436,0
S79,S437,0.5
S79,S439,0
S79,S440,0.33333333
S79,S442,0
S79,S444,0.16666667
S79,S445,0.5
S79,S446,0
S79,S447,0
S79,S448,0
S79,S449,0
S79,S450,0
S79,S453,0
S79,S456,0
S79,S459,0
S79,S461,0
S79,S462,0
S79,S466,0
S79,S467,0
S79,S468,0.25
S79,S469,0
S79,S470,0
S79,S471,0
S79,S472,0
S79,S473,0
S79,S474,0
S79,S475,0.2
S79,S478,0
S79,S479,0
S79,S480,0
S79,S481,0
S79,S482,0
S79,S483,0
S79,S484,0
S79,S486,0
S79,S487,0
S79,S488,0.2
S79,S489,0
S79,S490,0
S79,S495,0
S79,S496,0
S79,S499,0.2
S79,S500,0.5
S79,S502,0
S79,S505,0
S79,S506,0
S79,S507,0
S79,S508,0
S79,S510,0
S79,S511,0
S80,S81,0
S80,S82,0
S80,S83,0
S80,S84,0
S80,S86,0
S80,S87,0
S80,S88,0
S80,S91,0
S80,S94,0
S80,S95,0
S80,S97,0
S80,S98,0
S80,S100,0
S80,S103,0
S80,S106,0
S80,S107,0
S80,S108,0
S80,S110,0
S80,S111,0
S80,S114,0
S80,S117,0
S80,S118,0
S80,S119,0
S80,S121,0
S80,S122,0
S80,S123,0
S80,S126,0
S80,S129,0
S80,S130,0
S80,S131,0
S80,S132,0
S80,S133,0
S80,S134,0
S80,S135,0
S80,S136,0
S80,S137,0
S80,S138,0
S80,S139,0
S80,S140,0
S80,S141,0
S80,S142,0
S80,S143,0
S80,S145,0
S80,S146,0
S80,S147,0
S80,S148,0
S80,S149,0
S80,S151,0
S80,S152,0
S80,S153,0
S80,S154,0
S80,S155,0.5
S80,S156,1
S80,S158,0
S80,S160,0
S80,S163,0
S80,S165,0
S80,S166,0.5
S80,S167,1
S80,S169,0.5
S80,S170,0
S80,S172,0
S80,S174,0
S80,S178,0.5
S80,S180,0
S80,S181,0
S80,S182,0
S80,S183,0
S80,S184,0
S80,S186,0
S80,S187,0
S80,S188,0
S80,S189,0
S80,S190,0
S80,S193,0
S80,S194,0
S80,S195,0
S80,S197,0
S80,S198,0
S80,S201,0
S80,S202,0
S80,S203,0
S80,S204,0
S80,S206,0
S80,S208,0
S80,S209,0
S80,S210,0
S80,S212,0
S80,S214,0
S80,S216,0
S80,S218,0
S80,S220,1
S80,S221,0
S80,S222,0
S80,S223,0
S80,S224,0
S80,S225,0
S80,S227,0
S80,S229,0.5
S80,S230,0
S80,S231,0
S80,S232,0
S80,S234,0
S80,S235,0
S80,S239,0
S80,S242,0
S80,S243,0.2
S80,S244,1
S80,S245,1
S80,S246,1
S80,S247,0
S80,S253,0
S80,S254,0
S80,S255,0.2
S80,S256,0.5
S80,S257,1
S80,S261,0
S80,S262,0
S80,S264,0
S80,S265,0
S80,S266,0.16666667
S80,S267,0.5
S80,S268,0
S80,S269,0
S80,S270,0
S80,S271,0
S80,S274,0
S80,S275,0
S80,S276,0
S80,S277,0
S80,S278,0
S80,S280,0
S80,S281,0
S80,S282,0
S80,S284,0
S80,S285,0
S80,S286,0
S80,S287,0
S80,S288,0
S80,S293,0
S80,S294,0
S80,S295,0
S80,S297,0
S80,S298,0
S80,S299,0
S80,S300,0
S80,S302,0.25
S80,S303,0
S80,S304,0
S80,S305,0
S80,S306,0
S80,S308,0
S80,S310,0
S80,S311,0
S80,S313,0
S80,S316,0
S80,S317,0
S80,S318,0
S80,S319,0
S80,S320,0
S80,S321,0
S80,S324,0
S80,S325,0
S80,S326,0
S80,S327,0
S80,S329,0
S80,S331,0
S80,S332,0
S80,S333,0
S80,S334,0
S80,S335,0
S80,S336,0
S80,S337,0
S80,S338,0
S80,S339,0
S80,S340,0
S80,S342,0
S80,S344,0
S80,S345,0
S80,S346,0
S80,S348,0
S80,S349,0
S80,S352,0
S80,S354,0
S80,S357,0
S80,S358,0
S80,S359,0
S80,S360,0.33333333
S80,S361,0
S80,S362,0
S80,S363,0
S80,S365,0
S80,S366,0
S80,S367,0
S80,S368,0
S80,S370,1
S80,S371,0
S80,S373,0
S80,S374,0
S80,S375,0
S80,S376,0
S80,S377,0.33333333
S80,S378,0
S80,S381,0
S80,S384,0
S80,S386,1
S80,S387,0
S80,S388,0
S80,S389,1
S80,S390,0
S80,S391,0
S80,S392,0
S80,S393,0
S80,S394,0
S80,S395,0
S80,S397,0
S80,S399,0.25
S80,S400,0
S80,S401,0
S80,S402,0
S80,S404,0.33333333
S80,S405,0
S80,S406,0
S80,S407,0
S80,S411,1
S80,S412,0.5
S80,S413,0.25
S80,S414,0
S80,S415,0
S80,S416,1
S80,S417,0.25
S80,S418,0
S80,S419,0
S80,S421,0.5
S80,S422,1
S80,S423,0.5
S80,S424,0.5
S80,S425,0
S80,S426,1
S80,S427,0
S80,S428,0
S80,S429,0
S80,S431,0
S80,S432,1
S80,S433,0.5
S80,S434,1
S80,S435,0.2
S80,S436,0
S80,S437,1
S80,S439,0
S80,S440,0.5
S80,S442,0
S80,S444,0.2
S80,S445,1
S80,S446,0
S80,S447,0
S80,S448,0
S80,S449,0
S80,S450,0
S80,S453,0
S80,S456,0
S80,S459,0
S80,S461,0
S80,S462,0
S80,S466,0
S80,S467,0
S80,S468,0.33333333
S80,S469,0
S80,S470,0
S80,S471,0
S80,S472,0
S80,S473,0
S80,S474,0
S80,S475,0.25
S80,S478,0
S80,S479,0
S80,S480,0
S80,S481,0
S80,S482,0
S80,S483,0
S80,S484,0
S80,S486,0
S80,S487,0
S80,S488,0.25
S80,S489,0
S80,S490,0
S80,S495,0
S80,S496,0
S80,S499,0.25
S80,S500,1
S80,S502,0
S80,S505,0
S80,S506,0
S80,S507,0
S80,S508,0
S80,S510,0
S80,S511,0
S81,S82,0
S81,S83,0
S81,S84,0
S81,S86,0
S81,S87,0
S81,S88,0
S81,S91,0
S81,S94,0
S81,S95,0
S81,S97,0
S81,S98,0
S81,S100,0
S81,S103,0
S81,S106,0
S81,S107,0
S81,S108,0
S81,S110,0
S81,S111,0
S81,S114,0
S81,S117,0
S81,S118,0
S81,S119,0
S81,S121,0
S81,S122,0
S81,S123,0
S81,S126,0
S81,S129,0
S81,S130,0
S81,S131,0
S81,S132,0
S81,S133,0
S81,S134,0
S81,S135,0
S81,S136,0
S81,S137,0
S81,S138,0.25
S81,S139,0
S81,S140,0
S81,S141,0
S81,S142,0
S81,S143,0
S81,S145,0
S81,S146,0
S81,S147,0
S81,S148,0
S81,S149,0
S81,S151,0
S81,S152,0
S81,S153,0
S81,S154,0
S81,S155,0
S81,S156,0
S81,S158,0
S81,S160,0
S81,S163,0
S81,S165,0
S81,S166,0
S81,S167,0
S81,S169,0
S81,S170,0
S81,S172,0
S81,S174,0
S81,S178,0
S81,S180,0
S81,S181,0
S81,S182,0
S81,S183,0
S81,S184,0.07142857
S81,S186,0
S81,S187,0.11111111
S81,S188,0.16666667
S81,S189,0
S81,S190,0
S81,S193,0
S81,S194,0.07692308
S81,S195,0
S81,S197,0
S81,S198,0
S81,S201,0
S81,S202,0
S81,S203,0
S81,S204,0
S81,S206,0
S81,S208,0
S81,S209,0
S81,S210,0
S81,S212,0
S81,S214,0
S81,S216,0
S81,S218,0
S81,S220,0
S81,S221,0
S81,S222,0
S81,S223,0
S81,S224,0
S81,S225,0
S81,S227,0
S81,S229,0
S81,S230,0
S81,S231,0
S81,S232,0
S81,S234,0
S81,S235,0
S81,S239,0
S81,S242,0
S81,S243,0
S81,S244,0
S81,S245,0
S81,S246,0
S81,S247,0
S81,S253,0
S81,S254,0
S81,S255,0
S81,S256,0
S81,S257,0
S81,S261,0.2
S81,S262,0
S81,S264,0
S81,S265,0
S81,S266,0
S81,S267,0
S81,S268,0
S81,S269,0
S81,S270,0
S81,S271,0.16666667
S81,S274,0
S81,S275,0
S81,S276,0
S81,S277,0
S81,S278,0
S81,S280,0
S81,S281,0
S81,S282,0
S81,S284,0
S81,S285,0
S81,S286,0
S81,S287,0
S81,S288,0
S81,S293,0
S81,S294,0
S81,S295,0
S81,S297,0
S81,S298,0
S81,S299,0
S81,S300,0
S81,S302,0
S81,S303,0
S81,S304,0
S81,S305,0
S81,S306,0
S81,S308,0
S81,S310,0
S81,S311,0
S81,S313,0
S81,S316,0
S81,S317,0
S81,S318,0
S81,S319,0
S81,S320,0
S81,S321,0
S81,S324,0
S81,S325,0
S81,S326,0
S81,S327,0
S81,S329,0
S81,S331,0
S81,S332,0
S81,S333,0
S81,S334,0
S81,S335,0
S81,S336,0
S81,S337,0.16666667
S81,S338,0
S81,S339,0
S81,S340,0
S81,S342,0
S81,S344,0
S81,S345,0
S81,S346,0
S81,S348,0
S81,S349,0
S81,S352,0
S81,S354,0.5
S81,S357,0
S81,S358,0
S81,S359,0
S81,S360,0
S81,S361,0
S81,S362,0
S81,S363,0
S81,S365,0
S81,S366,0
S81,S367,0
S81,S368,0
S81,S370,0
S81,S371,0
S81,S373,0
S81,S374,0
S81,S375,0
S81,S376,0
S81,S377,0
S81,S378,0
S81,S381,0.5
S81,S384,0
S81,S386,0
S81,S387,0
S81,S388,0
S81,S389,0
S81,S390,0
S81,S391,0
S81,S392,0
S81,S393,0
S81,S394,0
S81,S395,0
S81,S397,0.5
S81,S399,0
S81,S400,0
S81,S401,0
S81,S402,0
S81,S404,0
S81,S405,0
S81,S406,0
S81,S407,0
S81,S411,0
S81,S412,0
S81,S413,0
S81,S414,0
S81,S415,0
S81,S416,0
S81,S417,0.2
S81,S418,0
S81,S419,0
S81,S421,0
S81,S422,0
S81,S423,0
S81,S424,0
S81,S425,0
S81,S426,0
S81,S427,0
S81,S428,0
S81,S429,0
S81,S431,0
S81,S432,0
S81,S433,0
S81,S434,0
S81,S435,0
S81,S436,0
S81,S437,0
S81,S439,0.16666667
S81,S440,0
S81,S442,0
S81,S444,0
S81,S445,0
S81,S446,0
S81,S447,0
S81,S448,0
S81,S449,0
S81,S450,0
S81,S453,0
S81,S456,0
S81,S459,0
S81,S461,0
S81,S462,0
S81,S466,0
S81,S467,0
S81,S468,0
S81,S469,0
S81,S470,0
S81,S471,0
S81,S472,0
S81,S473,0
S81,S474,0
S81,S475,0
S81,S478,0
S81,S479,0
S81,S480,0
S81,S481,0
S81,S482,0
S81,S483,0
S81,S484,0
S81,S486,0
S81,S487,0
S81,S488,0
S81,S489,0
S81,S490,0
S81,S495,0
S81,S496,0
S81,S499,0
S81,S500,0
S81,S502,0
S81,S505,0
S81,S506,0
S81,S507,0
S81,S508,0
S81,S510,0
S81,S511,0
S82,S83,0
S82,S84,0
S82,S86,0
S82,S87,0
S82,S88,0
S82,S91,0.33333333
S82,S94,0.11111111
S82,S95,0
S82,S97,0
S82,S98,0
S82,S100,0
S82,S103,0
S82,S106,0
S82,S107,0
S82,S108,0
S82,S110,0
S82,S111,0
S82,S114,0
S82,S117,0
S82,S118,0
S82,S119,0.33333333
S82,S121,0
S82,S122,0
S82,S123,0
S82,S126,0
S82,S129,0
S82,S130,0
S82,S131,0.16666667
S82,S132,0
S82,S133,0
S82,S134,0.14285714
S82,S135,0
S82,S136,0
S82,S137,0
S82,S138,0
S82,S139,0
S82,S140,0
S82,S141,0
S82,S142,0
S82,S143,0
S82,S145,0
S82,S146,0.16666667
S82,S147,0
S82,S148,0
S82,S149,0
S82,S151,0
S82,S152,0
S82,S153,0
S82,S154,0
S82,S155,0
S82,S156,0
S82,S158,0
S82,S160,0.33333333
S82,S163,0
S82,S165,0.25
S82,S166,0
S82,S167,0
S82,S169,0.25
S82,S170,0
S82,S172,0
S82,S174,0
S82,S178,0
S82,S180,0
S82,S181,0
S82,S182,0
S82,S183,0
S82,S184,0
S82,S186,0
S82,S187,0.1
S82,S188,0
S82,S189,0.2
S82,S190,0
S82,S193,0
S82,S194,0
S82,S195,0
S82,S197,0.33333333
S82,S198,0.33333333
S82,S201,0
S82,S202,0
S82,S203,0
S82,S204,0
S82,S206,0
S82,S208,0
S82,S209,0
S82,S210,0
S82,S212,0
S82,S214,0.16666667
S82,S216,0
S82,S218,0
S82,S220,0
S82,S221,0.33333333
S82,S222,0
S82,S223,0
S82,S224,0
S82,S225,0
S82,S227,0
S82,S229,0
S82,S230,0
S82,S231,0
S82,S232,0.33333333
S82,S234,0
S82,S235,0.11111111
S82,S239,0
S82,S242,0
S82,S243,0
S82,S244,0
S82,S245,0
S82,S246,0
S82,S247,0
S82,S253,0
S82,S254,0
S82,S255,0
S82,S256,0
S82,S257,0
S82,S261,0
S82,S262,0
S82,S264,0
S82,S265,0
S82,S266,0
S82,S267,0
S82,S268,0.1
S82,S269,0
S82,S270,0
S82,S271,0
S82,S274,0
S82,S275,0
S82,S276,0
S82,S277,0
S82,S278,0
S82,S280,0
S82,S281,0
S82,S282,0
S82,S284,0
S82,S285,0
S82,S286,0
S82,S287,0
S82,S288,0
S82,S293,0
S82,S294,0
S82,S295,0
S82,S297,0
S82,S298,0
S82,S299,0
S82,S300,0
S82,S302,0
S82,S303,0
S82,S304,0.25
S82,S305,0
S82,S306,0
S82,S308,0
S82,S310,0
S82,S311,0
S82,S313,0
S82,S316,0
S82,S317,0.125
S82,S318,0
S82,S319,0.33333333
S82,S320,0
S82,S321,0
S82,S324,0
S82,S325,0
S82,S326,0
S82,S327,0
S82,S329,0
S82,S331,0
S82,S332,0
S82,S333,0
S82,S334,0
S82,S335,0
S82,S336,0
S82,S337,0
S82,S338,0
S82,S339,0
S82,S340,0
S82,S342,0
S82,S344,0
S82,S345,0
S82,S346,0
S82,S348,0.28571429
S82,S349,0
S82,S352,0
S82,S354,0
S82,S357,0
S82,S358,0.16666667
S82,S359,0
S82,S360,0
S82,S361,0
S82,S362,0
S82,S363,0
S82,S365,0
S82,S366,0
S82,S367,0
S82,S368,0
S82,S370,0
S82,S371,0
S82,S373,0
S82,S374,0.25
S82,S375,0
S82,S376,0
S82,S377,0
S82,S378,0
S82,S381,0
S82,S384,0
S82,S386,0
S82,S387,0
S82,S388,0
S82,S389,0
S82,S390,0
S82,S391,0
S82,S392,0
S82,S393,0
S82,S394,0
S82,S395,0.25
S82,S397,0
S82,S399,0.16666667
S82,S400,0
S82,S401,0
S82,S402,0
S82,S404,0
S82,S405,0
S82,S406,0
S82,S407,0
S82,S411,0
S82,S412,0
S82,S413,0
S82,S414,0
S82,S415,0
S82,S416,0
S82,S417,0.16666667
S82,S418,0
S82,S419,0
S82,S421,0
S82,S422,0
S82,S423,0
S82,S424,0
S82,S425,0
S82,S426,0
S82,S427,0
S82,S428,0
S82,S429,0
S82,S431,0
S82,S432,0
S82,S433,0
S82,S434,0
S82,S435,0
S82,S436,0
S82,S437,0
S82,S439,0
S82,S440,0
S82,S442,0
S82,S444,0
S82,S445,0
S82,S446,0
S82,S447,0
S82,S448,0
S82,S449,0
S82,S450,0
S82,S453,0
S82,S456,0
S82,S459,0
S82,S461,0
S82,S462,0
S82,S466,0
S82,S467,0
S82,S468,0
S82,S469,0
S82,S470,0
S82,S471,0
S82,S472,0
S82,S473,0
S82,S474,0
S82,S475,0
S82,S478,0
S82,S479,0
